,protein,ligand,predicted_affinity
0,/home/zdy/Project2/data/case/HIV-1-Protease/1hpv_clean.pdb,/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000027953947.mol2,5.248194932937622
