ligand,predicted_affinity,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000028208146.mol2,5.809909105,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408616976.mol2,5.807815194,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000020032689.mol2,5.803077221,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000032999966.mol2,5.77639997,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000014099802.mol2,5.775827169,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000012748033.mol2,5.769534707,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000016610263.mol2,5.760233402,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000222818440.mol2,5.754413009,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000012630955.mol2,5.746299028,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000000792900.mol2,5.743339062,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000016576323.mol2,5.736216307,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000012382583.mol2,5.73546052,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408608230.mol2,5.730743408,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000039985901.mol2,5.729985833,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000022228432.mol2,5.726878643,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000016576321.mol2,5.721960068,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000089904835.mol2,5.702669024,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000096122006.mol2,5.698631406,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000032980224.mol2,5.697167516,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000013027773.mol2,5.69609344,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000025394054.mol2,5.692754984,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000085467233.mol2,5.691094995,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000000529040.mol2,5.689409375,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000000529037.mol2,5.689409375,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000016651188.mol2,5.686900616,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000015364142.mol2,5.685786605,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000219751451.mol2,5.678964853,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000039986572.mol2,5.676122308,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000039986573.mol2,5.676122308,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408627058.mol2,5.667153001,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000065337336.mol2,5.647097826,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000004695908.mol2,5.643908978,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000032753235.mol2,5.640523434,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000016090462.mol2,5.635563731,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000016301532.mol2,5.6347996,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000003195647.mol2,5.633397698,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000207976157.mol2,5.629515052,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408608176.mol2,5.627667308,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408608168.mol2,5.627667308,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000096479546.mol2,5.622062087,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000020903287.mol2,5.616052151,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000170656910.mol2,5.614802241,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408534421.mol2,5.613159537,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000096380186.mol2,5.611332655,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000022652408.mol2,5.607116818,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000219751383.mol2,5.605769157,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000015512300.mol2,5.603706241,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000012919449.mol2,5.591869354,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000012799504.mol2,5.587801337,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000004622638.mol2,5.561825633,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000028208096.mol2,5.556899309,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000002869076.mol2,5.556294918,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408600757.mol2,5.553191304,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000011161778.mol2,5.536695123,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000012650369.mol2,5.534541011,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000012650373.mol2,5.534541011,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000237440759.mol2,5.534440279,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000045944492.mol2,5.534296632,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000009365371.mol2,5.524098873,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408551827.mol2,5.520817637,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000012760978.mol2,5.518358946,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000011612634.mol2,5.508074164,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000095432518.mol2,5.507375598,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000005851430.mol2,5.49179554,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000089904837.mol2,5.484187007,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000000663902.mol2,5.479700565,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408971394.mol2,5.46391964,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000005512776.mol2,5.459346175,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000065337334.mol2,5.456819534,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000237508180.mol2,5.456275344,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000032909193.mol2,5.423448682,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000089410250.mol2,5.422125459,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408622479.mol2,5.41690886,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408622482.mol2,5.41690886,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000299804014.mol2,5.411584377,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000005060802.mol2,5.410526991,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000005060805.mol2,5.410526991,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000007975781.mol2,5.408545136,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000039985849.mol2,5.407992005,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000039985850.mol2,5.407992005,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000039986009.mol2,5.407112241,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000039986010.mol2,5.407112241,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000032770663.mol2,5.406427979,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000028208292.mol2,5.401285887,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408561897.mol2,5.386376977,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000026569930.mol2,5.379924178,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000024685909.mol2,5.37960887,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000035314564.mol2,5.379322171,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000028207223.mol2,5.372748375,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000003414129.mol2,5.372600555,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408550339.mol2,5.372281075,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000028208279.mol2,5.369714499,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000028207633.mol2,5.366065502,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000022227067.mol2,5.361231565,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000019929626.mol2,5.361038446,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000019929624.mol2,5.361038446,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408621450.mol2,5.358149409,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000020033064.mol2,5.352900028,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000096446586.mol2,5.349572301,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000013098002.mol2,5.348821282,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000053891756.mol2,5.337540507,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000020033128.mol2,5.332183838,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000171382982.mol2,5.32355547,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000010301528.mol2,5.31893909,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000026765278.mol2,5.317954421,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000007308187.mol2,5.314267278,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000028049967.mol2,5.312372446,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408919713.mol2,5.304351449,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000028049966.mol2,5.288458467,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000028207635.mol2,5.286845565,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000007971015.mol2,5.2859658,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408622905.mol2,5.282863975,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000217632584.mol2,5.282093287,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000217632492.mol2,5.282093287,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000022227157.mol2,5.265647173,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000016652580.mol2,5.262331963,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000005554948.mol2,5.251250863,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000041129621.mol2,5.248548985,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000027953947.mol2,5.248194933,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000028654811.mol2,5.244213939,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000028654815.mol2,5.244213939,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000007375556.mol2,5.242382884,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000028208295.mol2,5.23630619,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000062132517.mol2,5.233604908,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408561896.mol2,5.229588747,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000069453767.mol2,5.223417282,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000069453766.mol2,5.223417282,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000011613777.mol2,5.217998028,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000009439956.mol2,5.213919878,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000013134639.mol2,5.213919878,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000024864871.mol2,5.210027099,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000009691489.mol2,5.207768679,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408612559.mol2,5.205577016,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000409391460.mol2,5.203350782,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000102470252.mol2,5.198361874,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000169350751.mol2,5.198361874,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000028207791.mol2,5.191513896,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000028207788.mol2,5.191513896,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000095455456.mol2,5.18150568,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000095455455.mol2,5.18150568,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000000676569.mol2,5.181274414,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000009478178.mol2,5.181248784,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000045944822.mol2,5.180153847,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000020903285.mol2,5.17986834,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000253430669.mol2,5.164673328,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000013056461.mol2,5.159214735,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000000916043.mol2,5.156372786,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000038556507.mol2,5.154952407,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408603647.mol2,5.153698325,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000012982509.mol2,5.151732564,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000024712255.mol2,5.151530504,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000096025560.mol2,5.141368508,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000040162275.mol2,5.141212344,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000065364734.mol2,5.137841105,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000020032376.mol2,5.136196613,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000012797173.mol2,5.120940208,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000585146898.mol2,5.117419362,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000585146899.mol2,5.117419362,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408610988.mol2,5.113401413,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000009630994.mol2,5.112277269,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000012738352.mol2,5.101906061,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000011612632.mol2,5.1012218,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000237441142.mol2,5.092645288,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000058168661.mol2,5.091520548,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000058168664.mol2,5.091520548,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000039986149.mol2,5.089472532,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000039986148.mol2,5.089472532,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000032999965.mol2,5.087848306,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000072366080.mol2,5.07927537,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000072366081.mol2,5.07927537,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000013656166.mol2,5.078190565,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000013656164.mol2,5.078190565,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000252477004.mol2,5.075980425,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000096415027.mol2,5.075554252,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000096479550.mol2,5.070530176,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000007063595.mol2,5.067732334,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000357228869.mol2,5.063722134,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000001142160.mol2,5.063617229,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000001142159.mol2,5.063617229,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000097166176.mol2,5.063051581,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000013038404.mol2,5.060302615,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000012778298.mol2,5.059589744,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000026535279.mol2,5.058019161,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408988865.mol2,5.057618618,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000045944376.mol2,5.057296157,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000096374458.mol2,5.052696466,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000008720277.mol2,5.047158599,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000016479104.mol2,5.035746694,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000006584916.mol2,5.035349727,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000045974621.mol2,5.025194287,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000045944373.mol2,5.019443631,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000020892835.mol2,5.018520355,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000222882065.mol2,5.018362999,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000021740123.mol2,5.014113784,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000225833854.mol2,5.013461709,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408613786.mol2,5.011751652,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408613787.mol2,5.011751652,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000001367534.mol2,5.00708878,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000016084488.mol2,5.002965331,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000001158849.mol2,4.994397163,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000001158850.mol2,4.994397163,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408602718.mol2,4.989605546,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000012766454.mol2,4.983600974,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000046120921.mol2,4.977967143,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000000166218.mol2,4.975604415,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000071415932.mol2,4.974555373,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000089904834.mol2,4.971907735,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408614016.mol2,4.971314669,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408614020.mol2,4.971314669,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408618309.mol2,4.967793226,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000070640074.mol2,4.966803789,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408617281.mol2,4.963486195,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000013042302.mol2,4.962688088,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000017097389.mol2,4.961241484,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408610246.mol2,4.957123399,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000000857069.mol2,4.955034256,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000039985328.mol2,4.948365092,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000039985327.mol2,4.948365092,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000000464363.mol2,4.948288798,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000008988248.mol2,4.94414866,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000000924342.mol2,4.939925075,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000059942109.mol2,4.93543148,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000016647553.mol2,4.933930635,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000085423434.mol2,4.912236929,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000016479111.mol2,4.901520014,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000096479544.mol2,4.894661903,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000096479548.mol2,4.894661903,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000020032702.mol2,4.884303808,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408612558.mol2,4.881079197,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000064943775.mol2,4.866749048,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000000663847.mol2,4.857190251,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000022227507.mol2,4.846445322,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000072395560.mol2,4.843627214,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408610992.mol2,4.831507802,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408781564.mol2,4.830565453,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000015919290.mol2,4.822769761,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000015919289.mol2,4.822769761,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000002664493.mol2,4.815266132,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408771847.mol2,4.809981585,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000039985893.mol2,4.802491069,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000039985891.mol2,4.802491069,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000026569933.mol2,4.800671935,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000008861774.mol2,4.799589515,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000028208414.mol2,4.795948267,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000028208416.mol2,4.795948267,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000032833835.mol2,4.784061909,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000006904458.mol2,4.775113463,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000216013620.mol2,4.774541259,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000216013664.mol2,4.774541259,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000028202862.mol2,4.772026539,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000001138719.mol2,4.771175981,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000001138724.mol2,4.771175981,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408616933.mol2,4.767628312,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408616931.mol2,4.767628312,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000008861775.mol2,4.760975838,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000000924344.mol2,4.75912869,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000004255672.mol2,4.754827619,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408786148.mol2,4.748361707,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408604493.mol2,4.735882282,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000096098240.mol2,4.735766649,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000028208259.mol2,4.718692899,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000020886384.mol2,4.71329093,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000029789750.mol2,4.710605145,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000029789748.mol2,4.710605145,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000028207335.mol2,4.704367518,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000028207332.mol2,4.704367518,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000022229480.mol2,4.699031115,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000012793038.mol2,4.689928889,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000009217099.mol2,4.689665437,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000016652118.mol2,4.669256806,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000009090545.mol2,4.667972922,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000020032659.mol2,4.657359719,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000006944711.mol2,4.655867815,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000006946181.mol2,4.655867815,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000001703584.mol2,4.65087235,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000033647903.mol2,4.650447965,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000033647906.mol2,4.650447965,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000001050577.mol2,4.641056061,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000009806695.mol2,4.62841928,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000009806700.mol2,4.62841928,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000078657674.mol2,4.625198245,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000078657678.mol2,4.625198245,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000001061237.mol2,4.614636302,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000096104317.mol2,4.60894227,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408607068.mol2,4.604797959,
