ZINC_ID,SMILES,Highest_Similarity,Similar_To_Query
"ZINC000012982528","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C(=O)N([H])c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])c([H])c([H])c1OC([H])([H])[H]",0.2088,"Tipranavir"
"ZINC000012982526","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@]2([H])C(=O)N([H])c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])c([H])c([H])c1OC([H])([H])[H]",0.2088,"Tipranavir"
"ZINC000108268454","[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c(C([H])([H])[H])c2[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000039986223","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[C@@]([H])(N([H])C(=O)C([H])([H])N(C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])C([H])([H])[H])c(C([H])([H])[H])c2[H])C([H])([H])[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000039986224","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[C@]([H])(N([H])C(=O)C([H])([H])N(C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])C([H])([H])[H])c(C([H])([H])[H])c2[H])C([H])([H])[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000028207812","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[C@@]([H])(N([H])C(=O)C([H])([H])Oc2c([H])c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c2C([H])([H])[H])C([H])([H])[H])c([H])c1[H]",0.2039,"Darunavir"
"ZINC000028207815","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[C@]([H])(N([H])C(=O)C([H])([H])Oc2c([H])c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c2C([H])([H])[H])C([H])([H])[H])c([H])c1[H]",0.2039,"Darunavir"
"ZINC000408534421","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N(C([H])([H])C(=O)N([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c(C([H])([H])[H])c2[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000408534418","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N(C([H])([H])C(=O)N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c(C([H])([H])[H])c2[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000408582200","[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c(Cl)c2[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000408582203","[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c(Cl)c2[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000409127209","[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])C(=O)OC([H])([H])[H])c([H])c2[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000001063050","[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c(C([H])([H])[H])c2[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000011612634","[H]c1c([H])c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])C(=O)N([H])c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])c([H])c1[H]",0.2000,"Tipranavir"
"ZINC000011612632","[H]c1c([H])c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])C(=O)N([H])c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])c([H])c1[H]",0.2000,"Tipranavir"
"ZINC000012993009","[H]c1c([H])c([C@@]2([H])N(S(=O)(=O)c3c([H])c([H])c(C(F)(F)F)c([H])c3[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c2c1OC([H])([H])C([H])([H])C([H])([H])O2",0.2069,"Tipranavir"
"ZINC000012993008","[H]c1c([H])c([C@]2([H])N(S(=O)(=O)c3c([H])c([H])c(C(F)(F)F)c([H])c3[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c2c1OC([H])([H])C([H])([H])C([H])([H])O2",0.2069,"Tipranavir"
"ZINC000000663902","[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1N([H])C(=O)C1([H])C([H])([H])C([H])([H])N(S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])C([H])([H])C1([H])[H]",0.2022,"Tipranavir"
"ZINC000009510254","[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1C(=O)N([H])c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c([H])c1C([H])([H])[H]",0.2022,"Tipranavir"
"ZINC000012760978","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c(N([H])C([H])([H])C(=O)N([H])C([H])([H])[H])c1Oc1c([H])c(C([H])([H])[H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H]",0.2056,"Darunavir"
"ZINC000085598016","[H]c1c([H])c(N([H])C(=O)c2c(C([H])([H])[H])c(S(=O)(=O)N3C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C3([H])[H])c(C([H])([H])[H])n2[H])c([H])c(C(F)(F)F)c1[H]",0.2020,"Tipranavir"
"ZINC000085597987","[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1N([H])C(=O)c1c(C([H])([H])[H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c(C([H])([H])[H])n1[H]",0.2222,"Tipranavir"
"ZINC000085598159","[H]c1c([H])c(N([H])C(=O)c2c(C([H])([H])[H])c(S(=O)(=O)N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c(C([H])([H])[H])n2[H])c([H])c(C(F)(F)F)c1[H]",0.2021,"Tipranavir"
"ZINC000015541118","[H]c1c([H])c(C([H])([H])[H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1C(=O)N([H])c1c([H])c([H])c(C(F)(F)F)c([H])c1[H]",0.2022,"Tipranavir"
"ZINC000026765278","[H]c1c([H])c([H])c(N([H])C(=O)C([H])([H])C([H])([H])c2c([H])c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c2[H])c(Br)c1[H]",0.2021,"Darunavir"
"ZINC000219751383","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C(=O)N([H])c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])c([H])c([H])c1Cl",0.2022,"Tipranavir"
"ZINC000219751451","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@]2([H])C(=O)N([H])c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])c([H])c([H])c1Cl",0.2022,"Tipranavir"
"ZINC000016479111","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N(C([H])([H])C(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]",0.2021,"Darunavir"
"ZINC000016576327","[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]",0.2174,"Darunavir"
"ZINC000016576329","[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]",0.2174,"Darunavir"
"ZINC000016576321","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[C@]([H])(N([H])C(=O)C([H])([H])N(C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000016576320","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[C@@]([H])(N([H])C(=O)C([H])([H])N(C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000409020949","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N(C([H])([H])C(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000408614220","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N(C([H])([H])C(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000022652408","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])(C([H])([H])c3c([H])c([H])c(C(F)(F)F)c([H])c3[H])C([H])([H])C2([H])[H])c([H])c([H])c1C(=O)C([H])([H])[H]",0.2045,"Tipranavir"
"ZINC000013496948","[H]c1c([H])c([H])c(N([H])C(=O)C([H])([H])N(C([H])([H])C([H])([H])OC([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(S(=O)(=O)N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c([H])c2[H])c([H])c1[H]",0.2059,"Darunavir"
"ZINC000020032702","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1OC([H])([H])C(=O)N([H])C([H])([H])c1c([H])c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c1[H]",0.2059,"Darunavir"
"ZINC000020032583","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c([H])c1OC([H])([H])C(=O)N([H])C([H])([H])c1c([H])c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]",0.2059,"Darunavir"
"ZINC000020032689","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1OC([H])([H])C(=O)N([H])C([H])([H])c1c([H])c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000012785920","[H]c1c([H])c(C([H])([H])N([H])C(=O)C2([H])C([H])([H])C([H])([H])N(S(=O)(=O)c3c([H])c(C(=O)N([H])[H])n(C([H])([H])[H])c3[H])C([H])([H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2000,"Tipranavir"
"ZINC000226073176","[H]c1c([H])c([H])c(S(=O)(=O)N(C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])c2c([H])c([H])c(S(=O)(=O)N3C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c2[H])C([H])([H])C([H])([H])[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000013565106","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])(c3nnc(SC([H])([H])C(=O)N([H])[H])n3C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2062,"Tipranavir"
"ZINC000004409238","[H]c1c([H])c([H])c(N([H])C(=O)C([H])([H])N(C([H])([H])[C@@]2([H])OC([H])([H])C([H])([H])C2([H])[H])S(=O)(=O)c2c([H])c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])c([H])c1[H]",0.2100,"Darunavir"
"ZINC000004409243","[H]c1c([H])c([H])c(N([H])C(=O)C([H])([H])N(C([H])([H])[C@]2([H])OC([H])([H])C([H])([H])C2([H])[H])S(=O)(=O)c2c([H])c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])c([H])c1[H]",0.2100,"Darunavir"
"ZINC000006552265","[H]c1c([H])c([H])c(N([H])C(=O)C([H])([H])N(C([H])([H])C([H])([H])OC([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(S(=O)(=O)N3C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c2[H])c([H])c1[H]",0.2020,"Darunavir"
"ZINC000020032376","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c([H])c1OC([H])([H])C(=O)N([H])C([H])([H])c1c([H])c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]",0.2020,"Darunavir"
"ZINC000020032697","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1OC([H])([H])C(=O)N([H])C([H])([H])c1c([H])c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H]",0.2020,"Darunavir"
"ZINC000020032659","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1OC([H])([H])C(=O)N([H])C([H])([H])c1c([H])c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]",0.2105,"Darunavir"
"ZINC000020033064","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c([H])c1C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])c1c([H])c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000020033128","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])c1c([H])c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000014795775","[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c1C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])c1c([H])c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000020032655","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1OC([H])([H])C(=O)N([H])C([H])([H])c1c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c1[H]",0.2062,"Darunavir"
"ZINC000020032693","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1OC([H])([H])C(=O)N([H])C([H])([H])c1c([H])c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000065625727","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1C([H])([H])C([H])([H])C(=O)NS(=O)(=O)N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]",0.2105,"Darunavir"
"ZINC000012630955","[H]c1c([H])c([H])c(C([H])([H])S(=O)(=O)C([H])([H])C(=O)N([H])c2c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000012850923","[H]c1nc(N2C([H])([H])C([H])([H])N(C(=O)[C@@]3([H])N(S(=O)(=O)c4c(C([H])([H])[H])noc4C([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2079,"Tipranavir"
"ZINC000012850918","[H]c1nc(N2C([H])([H])C([H])([H])N(C(=O)[C@]3([H])N(S(=O)(=O)c4c(C([H])([H])[H])noc4C([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2079,"Tipranavir"
"ZINC000009439956","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1N([H])C(=O)C([H])([H])OC(=O)[C@]1([H])C([H])([H])C(=O)N(c2c([H])c([H])c(C([H])([H])C([H])([H])[H])c([H])c2[H])C1([H])[H]",0.2018,"Darunavir"
"ZINC000013134639","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1N([H])C(=O)C([H])([H])OC(=O)[C@@]1([H])C([H])([H])C(=O)N(c2c([H])c([H])c(C([H])([H])C([H])([H])[H])c([H])c2[H])C1([H])[H]",0.2018,"Darunavir"
"ZINC000013831714","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N(S(=O)(=O)c3c([H])c([H])c(C(F)(F)F)c([H])c3[H])C([H])([H])C2([H])[H])c([H])c2c1OC([H])([H])C([H])([H])O2",0.2025,"Tipranavir"
"ZINC000014099802","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N(S(=O)(=O)N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2027,"Tipranavir"
"ZINC000000792898","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N(C([H])([H])C(=O)N([H])C([H])([H])[C@]2([H])OC([H])([H])C([H])([H])C2([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2[H])c([H])c1[H]",0.2150,"Darunavir"
"ZINC000000792900","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N(C([H])([H])C(=O)N([H])C([H])([H])[C@@]2([H])OC([H])([H])C([H])([H])C2([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2[H])c([H])c1[H]",0.2150,"Darunavir"
"ZINC000408784474","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N(C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2[H])c([H])c1[H]",0.2059,"Darunavir"
"ZINC000013496957","[H]c1c([H])c([H])c(N([H])C(=O)C([H])([H])N(C([H])([H])C([H])([H])OC([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(S(=O)(=O)N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c2[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000020033067","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])c1c([H])c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c1[H]",0.2043,"Darunavir"
"ZINC000408621019","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N(C([H])([H])C(=O)N([H])[C@]([H])(C([H])([H])[H])C([H])([H])OC([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2[H])c([H])c1[H]",0.2019,"Darunavir"
"ZINC000408621012","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N(C([H])([H])C(=O)N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])OC([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2[H])c([H])c1[H]",0.2019,"Darunavir"
"ZINC000008720277","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c(N([H])S(=O)(=O)c2c([H])c([H])c(C([H])([H])C([H])([H])C(=O)O)c([H])c2[H])c1OC([H])([H])C([H])([H])[H]",0.2000,"Darunavir"
"ZINC000021838856","[H]c1c([H])c([H])c(-c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])c(C(=O)OC([H])([H])C(=O)N2C([H])([H])C([H])([H])N(S(=O)(=O)C([H])([H])[H])C([H])([H])C2([H])[H])c1[H]",0.2111,"Tipranavir"
"ZINC000002975707","[H]c1c([H])c([H])c(S(=O)(=O)N(C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H])C([H])([H])c2c([H])c([H])c(Br)c([H])c2[H])c([H])c1[H]",0.2041,"Darunavir"
"ZINC000013117956","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N([C@@]([H])(C(=O)N3C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])[C@@]([H])(C([H])([H])[H])C3([H])[H])C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2088,"Tipranavir"
"ZINC000013117958","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N([C@@]([H])(C(=O)N3C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])[C@]([H])(C([H])([H])[H])C3([H])[H])C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2088,"Tipranavir"
"ZINC000028427938","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N(C(=O)[C@@]3([H])N(C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2000,"Tipranavir"
"ZINC000032770663","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N(S(=O)(=O)N(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2048,"Tipranavir"
"ZINC000008988248","[H]c1c([H])c([H])c(OC([H])([H])C(=O)N2C([H])([H])C([H])([H])N(S(=O)(=O)c3c([H])c([H])c(C(F)(F)F)c([H])c3[H])C([H])([H])C2([H])[H])c(OC([H])([H])[H])c1[H]",0.2000,"Tipranavir"
"ZINC000006904458","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N(C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(Br)c([H])c2[H])c([H])c1[H]",0.2020,"Darunavir"
"ZINC000028427933","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N(C(=O)[C@]3([H])N(C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2000,"Tipranavir"
"ZINC000010013996","[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(Br)c([H])c2[H])c([H])c1[H]",0.2041,"Darunavir"
"ZINC000020279408","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[C@@]([H])(N([H])C(=O)C([H])([H])N2C(=O)C([H])([H])Oc3c([H])c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c32)C([H])([H])[H])c([H])c1[H]",0.2091,"Darunavir"
"ZINC000020279413","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[C@]([H])(N([H])C(=O)C([H])([H])N2C(=O)C([H])([H])Oc3c([H])c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c32)C([H])([H])[H])c([H])c1[H]",0.2091,"Darunavir"
"ZINC000102470252","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N([C@]([H])(C(=O)N3C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])[C@]([H])(C([H])([H])[H])C3([H])[H])C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2088,"Tipranavir"
"ZINC000169350751","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N([C@]([H])(C(=O)N3C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])[C@@]([H])(C([H])([H])[H])C3([H])[H])C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2088,"Tipranavir"
"ZINC000009058058","[H]c1c([H])c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N(S(=O)(=O)c3c([H])c([H])c(C(F)(F)F)c([H])c3[H])C([H])([H])C2([H])[H])c(F)c1[H]",0.2105,"Tipranavir"
"ZINC000009090545","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1OC([H])([H])C(=O)N([H])c1c([H])c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000015364142","[H]c1c(C([H])([H])[H])sc(S(=O)(=O)N2C([H])([H])C([H])([H])N(S(=O)(=O)c3c([H])c([H])c(C(F)(F)F)c([H])c3[H])C([H])([H])C2([H])[H])c1[H]",0.2000,"Tipranavir"
"ZINC000226010985","[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])c2c([H])c([H])c(C([H])([H])C(=O)N([H])[H])c([H])c2[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000408988865","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N(C([H])([H])C(=O)N([H])C([H])([H])[C@]2([H])OC([H])([H])C([H])([H])C2([H])[H])S(=O)(=O)c2c([H])c([H])c(Br)c([H])c2[H])c([H])c1[H]",0.2059,"Darunavir"
