ZINC_ID,SMILES,Highest_Similarity,Similar_To_Query
"ZINC000096098257","[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1N([H])C(=O)N1C([H])([H])C([H])([H])C([H])(S(=O)(=O)C([H])([H])[H])C([H])([H])C1([H])[H]",0.2048,"Tipranavir"
"ZINC000002905973","[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]",0.2043,"Darunavir"
"ZINC000096380186","[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1N([H])C(=O)N1C([H])([H])C([H])(S(=O)(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C1([H])[H]",0.2045,"Tipranavir"
"ZINC000060348751","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])C2([H])OC([H])([H])C([H])([H])O2)c([H])c([H])c1C(F)(F)F",0.2073,"Tipranavir"
"ZINC000060348752","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C2([H])OC([H])([H])C([H])([H])O2)c([H])c([H])c1C(F)(F)F",0.2073,"Tipranavir"
"ZINC000097166177","[H]OC([H])([H])[C@@]1(C([H])([H])[H])N(S(=O)(=O)c2c([H])c(C(F)(F)F)c([H])c([H])c2Cl)C([H])([H])C([H])([H])C1([H])[H]",0.2000,"Tipranavir"
"ZINC000097166176","[H]OC([H])([H])[C@]1(C([H])([H])[H])N(S(=O)(=O)c2c([H])c(C(F)(F)F)c([H])c([H])c2Cl)C([H])([H])C([H])([H])C1([H])[H]",0.2000,"Tipranavir"
"ZINC000009227412","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[C@]([H])(N([H])C(=O)C([H])([H])N(C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[H])c([H])c1[H]",0.2151,"Darunavir"
"ZINC000002905974","[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]",0.2043,"Darunavir"
"ZINC000009227410","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[C@@]([H])(N([H])C(=O)C([H])([H])N(C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[H])c([H])c1[H]",0.2151,"Darunavir"
"ZINC000001094429","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N(C([H])([H])C(=O)N([H])C2([H])C([H])([H])C2([H])[H])S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c1[H]",0.2062,"Darunavir"
"ZINC000001122759","[H]c1c([H])c(C([H])([H])C([H])([H])[H])c([H])c([H])c1OC([H])([H])C(=O)N([H])c1c([H])c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]",0.2021,"Darunavir"
"ZINC000001166468","[H]c1c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])C2([H])C([H])([H])C2([H])[H])S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c([H])c1C([H])([H])[H]",0.2021,"Darunavir"
"ZINC000225833854","[H]c1c([H])c(C([H])([H])C([H])([H])S(=O)(=O)N2C([H])([H])C([H])([H])N(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2048,"Tipranavir"
"ZINC000107540100","[H]OC([H])([H])[C@]1([H])N(S(=O)(=O)c2c([H])c(C(F)(F)F)c([H])c([H])c2F)C([H])([H])C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H]",0.2088,"Tipranavir"
"ZINC000089929849","[H]OC([H])([H])[C@@]1([H])N(S(=O)(=O)c2c([H])c(C(F)(F)F)c([H])c([H])c2F)C([H])([H])C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H]",0.2088,"Tipranavir"
"ZINC000237435920","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])[C@@]([H])([N+]([H])([H])[H])C([H])([H])[C@@]2([H])C([H])([H])[H])c(Cl)c([H])c1C(F)(F)F",0.2022,"Tipranavir"
"ZINC000237504753","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])[C@]([H])([N+]([H])([H])[H])C([H])([H])[C@@]2([H])C([H])([H])[H])c(Cl)c([H])c1C(F)(F)F",0.2022,"Tipranavir"
"ZINC000237536271","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])[C@]([H])([N+]([H])([H])[H])C([H])([H])[C@]2([H])C([H])([H])[H])c(Cl)c([H])c1C(F)(F)F",0.2022,"Tipranavir"
"ZINC000237634822","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])[C@@]([H])([N+]([H])([H])[H])C([H])([H])[C@]2([H])C([H])([H])[H])c(Cl)c([H])c1C(F)(F)F",0.2022,"Tipranavir"
"ZINC000408604254","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1OC([H])([H])C(=O)N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]",0.2083,"Darunavir"
"ZINC000016575272","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N(C([H])([H])C(=O)N([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]",0.2043,"Darunavir"
"ZINC000016610263","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N(C([H])([H])C(=O)N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]",0.2128,"Darunavir"
"ZINC000027462450","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1C([H])([H])C([H])([H])C(=O)N([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]",0.2128,"Darunavir"
"ZINC000028207365","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1OC([H])([H])C(=O)N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]",0.2000,"Darunavir"
"ZINC000027462455","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1C([H])([H])C([H])([H])C(=O)N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]",0.2128,"Darunavir"
"ZINC000028207223","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1OC([H])([H])C(=O)N([H])c1c([H])c([H])c(C([H])([H])C([H])([H])[H])c([H])c1[H]",0.2021,"Darunavir"
"ZINC000016610261","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N(C([H])([H])C(=O)N([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]",0.2128,"Darunavir"
"ZINC000028204648","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]",0.2000,"Darunavir"
"ZINC000028207791","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c(C([H])([H])[H])c1OC([H])([H])C(=O)N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]",0.2000,"Darunavir"
"ZINC000028207788","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c(C([H])([H])[H])c1OC([H])([H])C(=O)N([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]",0.2000,"Darunavir"
"ZINC000084579080","[H]c1c([H])c([H])c2c(c1[H])N(S(=O)(=O)c1c([H])c([H])c(C(F)(F)F)c([H])c1[H])C([H])([H])[C@@]2([H])C(=O)O",0.2073,"Tipranavir"
"ZINC000084579082","[H]c1c([H])c([H])c2c(c1[H])N(S(=O)(=O)c1c([H])c([H])c(C(F)(F)F)c([H])c1[H])C([H])([H])[C@]2([H])C(=O)O",0.2073,"Tipranavir"
"ZINC000053891755","[H]c1c([H])c([H])c(-c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])c(C(=O)N2C([H])([H])C([H])([H])[C@]([H])(C(=O)N([H])[H])C2([H])[H])c1[H]",0.2118,"Tipranavir"
"ZINC000016661481","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1C([H])([H])C([H])([H])C(=O)N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]",0.2021,"Darunavir"
"ZINC000253427233","[H]c1nc([H])n(C2([H])C([H])([H])C([H])([H])N(S(=O)(=O)c3c([H])c([H])c(C(F)(F)F)c([H])c3[H])C([H])([H])C2([H])[H])c1C([H])([H])[H]",0.2093,"Tipranavir"
"ZINC000053891756","[H]c1c([H])c([H])c(-c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])c(C(=O)N2C([H])([H])C([H])([H])[C@@]([H])(C(=O)N([H])[H])C2([H])[H])c1[H]",0.2118,"Tipranavir"
"ZINC000005512776","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c(N([H])C(=O)C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1OC([H])([H])[H]",0.2000,"Darunavir"
"ZINC000072354602","[H]c1nc(N([H])[H])nc([C@]2([H])N(C(=O)C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])c1-c1c([H])c([H])c(C(F)(F)F)c([H])c1[H]",0.2065,"Tipranavir"
"ZINC000006944775","[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]",0.2021,"Darunavir"
"ZINC000006946237","[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]",0.2021,"Darunavir"
"ZINC000020892835","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1C([H])([H])C([H])([H])C(=O)N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]",0.2105,"Darunavir"
"ZINC000072354603","[H]c1nc(N([H])[H])nc([C@@]2([H])N(C(=O)C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])c1-c1c([H])c([H])c(C(F)(F)F)c([H])c1[H]",0.2065,"Tipranavir"
"ZINC000185955228","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])C(=O)C([H])([H])C([H])([H])[H])c(C#N)c([H])c1C(F)(F)F",0.2021,"Tipranavir"
"ZINC000185955206","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C(=O)C([H])([H])C([H])([H])[H])c(C#N)c([H])c1C(F)(F)F",0.2021,"Tipranavir"
"ZINC000068741251","[H]c1c([H])c(C(F)(F)F)c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1C(F)(F)F",0.2027,"Tipranavir"
"ZINC000072134729","[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1C(=O)[C@@]1([H])C([H])([H])N(C(=O)C([H])([H])OC([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H]",0.2088,"Tipranavir"
"ZINC000072134728","[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1C(=O)[C@]1([H])C([H])([H])N(C(=O)C([H])([H])OC([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H]",0.2088,"Tipranavir"
"ZINC000077200829","[H]c1c([H])c(C([H])([H])S(=O)(=O)N(C([H])([H])c2c([H])c([H])c([H])n2C([H])([H])[H])C2([H])C([H])([H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2045,"Tipranavir"
"ZINC000071924172","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])(C([H])([H])c3c([H])c([H])c(C(F)(F)F)c([H])c3[H])C2([H])[H])c([H])c([H])c1C([H])([H])[H]",0.2024,"Tipranavir"
"ZINC000001703577","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c([H])c1N([H])C(=O)OC1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]",0.2105,"Darunavir"
"ZINC000328595935","[H]c1c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c(N([H])S(=O)(=O)c2c([H])c(C(F)(F)F)c([H])c([H])c2O)c1[H]",0.2024,"Tipranavir"
"ZINC000012982509","[H]c1sc2c(c1[H])[C@@]([H])(C([H])([H])[H])N(S(=O)(=O)c1c([H])c([H])c(C(F)(F)F)c([H])c1[H])C([H])([H])C2([H])[H]",0.2118,"Tipranavir"
"ZINC000012982507","[H]c1sc2c(c1[H])[C@]([H])(C([H])([H])[H])N(S(=O)(=O)c1c([H])c([H])c(C(F)(F)F)c([H])c1[H])C([H])([H])C2([H])[H]",0.2118,"Tipranavir"
"ZINC000028654819","[H]c1c([H])c([H])c(-c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])c(C(=O)N2C([H])([H])[C@]([H])(C([H])([H])[H])O[C@@]([H])(C([H])([H])[H])C2([H])[H])c1[H]",0.2048,"Tipranavir"
"ZINC000028654811","[H]c1c([H])c([H])c(-c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])c(C(=O)N2C([H])([H])[C@@]([H])(C([H])([H])[H])O[C@]([H])(C([H])([H])[H])C2([H])[H])c1[H]",0.2048,"Tipranavir"
"ZINC000028654815","[H]c1c([H])c([H])c(-c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])c(C(=O)N2C([H])([H])[C@]([H])(C([H])([H])[H])O[C@]([H])(C([H])([H])[H])C2([H])[H])c1[H]",0.2048,"Tipranavir"
"ZINC000426410422","[H]c1c([H])c(-c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])c([H])c([H])c1C(=O)N1C([H])([H])C([H])([H])C([H])(C#N)C([H])([H])C1([H])[H]",0.2000,"Tipranavir"
"ZINC000045944492","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])OC([H])([H])[H])C([H])([H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c([H])c1C([H])([H])C([H])([H])[H]",0.2000,"Darunavir"
"ZINC000045974621","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C(=O)N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H])c([H])c([H])c1C([H])([H])C([H])([H])[H]",0.2100,"Darunavir"
"ZINC000012622968","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N([H])C(=O)[C@]2([H])C([H])([H])C(=O)OC([H])([H])[H])c([H])c([H])c1C(F)(F)F",0.2135,"Tipranavir"
"ZINC000012622971","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N([H])C(=O)[C@@]2([H])C([H])([H])C(=O)OC([H])([H])[H])c([H])c([H])c1C(F)(F)F",0.2135,"Tipranavir"
"ZINC000045944492","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])OC([H])([H])[H])C([H])([H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C2([H])[H])c([H])c([H])c1C([H])([H])C([H])([H])[H]",0.2000,"Darunavir"
"ZINC000045974621","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C(=O)N2C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H])c([H])c([H])c1C([H])([H])C([H])([H])[H]",0.2100,"Darunavir"
"ZINC000022228229","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1C([H])([H])C([H])([H])N([H])C(=O)C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H]",0.2021,"Darunavir"
"ZINC000222757353","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1OC([H])([H])C(=O)N([H])c1c([H])c([H])c(C([H])([H])C(=O)N([H])[H])c([H])c1[H]",0.2062,"Darunavir"
"ZINC000032753235","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N(C(=O)C([H])([H])N(C([H])([H])[H])C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2024,"Tipranavir"
"ZINC000045944822","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H])c([H])c([H])c1C([H])([H])C([H])([H])[H]",0.2079,"Darunavir"
"ZINC000065363829","[H]c1c([H])c(N([C@]([H])(C(=O)N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])C([H])([H])[H])S(=O)(=O)C([H])([H])[H])c([H])c(C(F)(F)F)c1[H]",0.2000,"Tipranavir"
"ZINC000065363929","[H]c1c([H])c(N([C@]([H])(C(=O)N2C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C2([H])[H])C([H])([H])[H])S(=O)(=O)C([H])([H])[H])c([H])c(C(F)(F)F)c1[H]",0.2000,"Tipranavir"
"ZINC000012785195","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N(C(=O)N([H])C3([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2048,"Tipranavir"
"ZINC000011689688","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N(C([H])([H])C(=O)N([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c3c(c2[H])OC([H])([H])C([H])([H])O3)c([H])c1[H]",0.2020,"Darunavir"
"ZINC000004938271","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C(=O)N([H])C([H])([H])[C@@]2([H])OC([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])[H])c([H])c(C([H])([H])[H])c1OC([H])([H])C([H])([H])[H]",0.2037,"Darunavir"
"ZINC000004938276","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C(=O)N([H])C([H])([H])[C@]2([H])OC([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])[H])c([H])c(C([H])([H])[H])c1OC([H])([H])C([H])([H])[H]",0.2037,"Darunavir"
"ZINC000004694954","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N(C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])OC([H])([H])[H])S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]",0.2043,"Darunavir"
"ZINC000065363830","[H]c1c([H])c(N([C@@]([H])(C(=O)N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])C([H])([H])[H])S(=O)(=O)C([H])([H])[H])c([H])c(C(F)(F)F)c1[H]",0.2000,"Tipranavir"
"ZINC000065363930","[H]c1c([H])c(N([C@@]([H])(C(=O)N2C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C2([H])[H])C([H])([H])[H])S(=O)(=O)C([H])([H])[H])c([H])c(C(F)(F)F)c1[H]",0.2000,"Tipranavir"
"ZINC000630095943","[H]O[C@@]1([H])C([H])([H])N(S(=O)(=O)c2c(-c3c([H])c([H])c([H])c(C(F)(F)F)c3[H])nsc2[H])C([H])([H])[C@@]1([H])O[H]",0.2045,"Tipranavir"
"ZINC000032753235","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N(C(=O)C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2000,"Tipranavir"
"ZINC000045944822","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H])c([H])c([H])c1C([H])([H])C([H])([H])[H]",0.2079,"Darunavir"
"ZINC000019930088","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C(=O)N([H])C([H])([H])[C@]2([H])OC([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])[H])c([H])c(Cl)c1OC([H])([H])[H]",0.2056,"Darunavir"
"ZINC000027773341","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H]",0.2000,"Darunavir"
"ZINC000028207633","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c(C([H])([H])[H])c1OC([H])([H])C(=O)N([H])C([H])([H])[C@@]1([H])OC([H])([H])C([H])([H])C1([H])[H]",0.2095,"Darunavir"
"ZINC000028207635","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c(C([H])([H])[H])c1OC([H])([H])C(=O)N([H])C([H])([H])[C@]1([H])OC([H])([H])C([H])([H])C1([H])[H]",0.2095,"Darunavir"
"ZINC000019930086","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C(=O)N([H])C([H])([H])[C@@]2([H])OC([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])[H])c([H])c(Cl)c1OC([H])([H])[H]",0.2056,"Darunavir"
"ZINC000222882065","[H]c1c([H])c(C([H])([H])C(=O)N([H])[H])c([H])c([H])c1N([H])C(=O)C([H])([H])C([H])([H])c1c([H])c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000028207877","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c(Cl)c1OC([H])([H])C(=O)N([H])C([H])([H])[C@]1([H])OC([H])([H])C([H])([H])C1([H])[H]",0.2019,"Darunavir"
"ZINC000028207874","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c(Cl)c1OC([H])([H])C(=O)N([H])C([H])([H])[C@@]1([H])OC([H])([H])C([H])([H])C1([H])[H]",0.2019,"Darunavir"
"ZINC000007794231","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N(C(=O)C3([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2099,"Tipranavir"
"ZINC000009419410","[H]c1c([H])c([H])c(C([H])([H])N2C(=O)N([H])[C@](N([H])C(=O)C3([H])C([H])([H])C3([H])[H])(C(F)(F)F)C2=O)c(Cl)c1[H]",0.2111,"Saquinavir"
"ZINC000009419409","[H]c1c([H])c([H])c(C([H])([H])N2C(=O)N([H])[C@@](N([H])C(=O)C3([H])C([H])([H])C3([H])[H])(C(F)(F)F)C2=O)c(Cl)c1[H]",0.2111,"Saquinavir"
"ZINC000048363052","[H]c1c(C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])c2c([H])c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c2[H])noc1C([H])([H])[H]",0.2121,"Darunavir"
"ZINC000011717562","[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1N([H])C(=O)[C@@]([H])(N1C([H])([H])C([H])([H])C([H])(N([H])S(=O)(=O)C([H])([H])[H])C([H])([H])C1([H])[H])C([H])([H])[H]",0.2000,"Tipranavir"
"ZINC000001050577","[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])C2([H])C([H])([H])C2([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c(C([H])([H])[H])c2[H])c([H])c1[H]",0.2059,"Darunavir"
"ZINC000002810325","[H]c1c([H])c([H])c(S(=O)(=O)N(C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H])C([H])([H])c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c1[H]",0.2041,"Darunavir"
"ZINC000002966810","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N(C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H])S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]",0.2128,"Darunavir"
"ZINC000003004194","[H]c1c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])OC([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c([H])c1C([H])([H])[H]",0.2000,"Darunavir"
"ZINC000575607637","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])(N3C([H])([H])C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C3([H])[H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2000,"Tipranavir"
"ZINC000077523565","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])[C@@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])[C@]([H])(N([H])C(=O)C([H])([H])[H])C2([H])[H])c([H])c([H])c1C(F)(F)F",0.2273,"Tipranavir"
"ZINC000002662332","[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])C([H])([H])[C@]2([H])OC([H])([H])C([H])([H])C2([H])[H])S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]",0.2083,"Darunavir"
"ZINC000002726068","[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c1[H]",0.2041,"Darunavir"
"ZINC000408621049","[H]c1c([H])c([H])c(S(=O)(=O)N(C([H])([H])C(=O)N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])OC([H])([H])[H])C([H])([H])c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c1[H]",0.2000,"Darunavir"
